,movie_title,title_year,actor_1_name,actor_2_name,actor_3_name,director_name,title_year
2910,Solitary Man ,2009.0,Jenna Fischer,David Costabile,Richard Schiff,Brian Koppelman,2009.0
2911,Machete ,2010.0,Robert De Niro,Don Johnson,Cheech Marin,Ethan Maniquis,2010.0
2912,Casino Jack ,2010.0,Kevin Spacey,Eric Schweig,Christian Campbell,George Hickenlooper,2010.0
2913,The Land Before Time ,1988.0,Judith Barsi,Gabriel Damon,Bill Erwin,Don Bluth,1988.0
2914,Tae Guk Gi: The Brotherhood of War ,2004.0,Min-sik Choi,Bin Won,Dong-gun Jang,Je-kyu Kang,2004.0
2915,The Perfect Game ,2009.0,Clifton Collins Jr.,Cheech Marin,Bruce McGill,William Dear,2009.0
2916,The Exorcist ,1973.0,Ellen Burstyn,Linda Blair,Lee J. Cobb,William Friedkin,1973.0
2917,Jaws ,1975.0,Roy Scheider,Robert Shaw,Murray Hamilton,Steven Spielberg,1975.0
2918,American Pie ,1999.0,Alyson Hannigan,Shannon Elizabeth,Natasha Lyonne,Paul Weitz,1999.0
2919,Ernest & Celestine ,2012.0,Mackenzie Foy,Megan Mullally,Lambert Wilson,Stéphane Aubier,2012.0
2920,The Golden Child ,1986.0,Victor Wong,Randall 'Tex' Cobb,Charlotte Lewis,Michael Ritchie,1986.0
2921,Think Like a Man ,2012.0,Chris Brown,Romany Malco,Regina Hall,Tim Story,2012.0
2922,Barbershop ,2002.0,Sean Patrick Thomas,Jason George,Cedric the Entertainer,Tim Story,2002.0
2923,Star Trek II: The Wrath of Khan ,1982.0,Leonard Nimoy,Kirstie Alley,Nichelle Nichols,Nicholas Meyer,1982.0
2924,Ace Ventura: Pet Detective ,1994.0,Sean Young,Udo Kier,David Margulies,Tom Shadyac,1994.0
2925,WarGames ,1983.0,Matthew Broderick,Barry Corbin,Ally Sheedy,John Badham,1983.0
2926,Witness ,1985.0,Harrison Ford,Viggo Mortensen,Lukas Haas,Peter Weir,1985.0
2927,Act of Valor ,2012.0,Alex Veadov,Jason Cottle,Rorke Denver,Mike McCoy,2012.0
2928,Step Up ,2006.0,Channing Tatum,Alyson Stoner,Josh Henderson,Anne Fletcher,2006.0
2929,Beavis and Butt-Head Do America ,1996.0,Bruce Willis,Demi Moore,John Doman,Mike Judge,1996.0
2930,Jackie Brown ,1997.0,Robert De Niro,Sid Haig,Robert Forster,Quentin Tarantino,1997.0
2931,Harold & Kumar Escape from Guantanamo Bay ,2008.0,Danneel Ackles,Eric Winter,Beverly D'Angelo,Jon Hurwitz,2008.0
2932,Chronicle ,2012.0,Michael Kelly,Alex Russell,Ashley Hinshaw,Josh Trank,2012.0
2933,Yentl ,1983.0,Miriam Margolyes,Amy Irving,Steven Hill,Barbra Streisand,1983.0
2934,Time Bandits ,1981.0,Shelley Duvall,Michael Palin,Kenny Baker,Terry Gilliam,1981.0
2935,Crossroads ,2002.0,Britney Spears,Katherine Boecher,Dave Allen,Tamra Davis,2002.0
2936,Project X ,2012.0,Dax Flame,Kirby Bliss Blanton,Oliver Cooper,Nima Nourizadeh,2012.0
2937,Patton ,1970.0,George C. Scott,Karl Malden,Bill Hickman,Franklin J. Schaffner,1970.0
2938,One Hour Photo ,2002.0,Robin Williams,Gary Cole,Connie Nielsen,Mark Romanek,2002.0
2939,Quarantine ,2008.0,Andrew Fiscella,Jay Hernandez,Dania Ramirez,John Erick Dowdle,2008.0
2940,The Eye ,2008.0,Chloë Grace Moretz,Alessandro Nivola,Obba Babatundé,David Moreau,2008.0
2941,Johnson Family Vacation ,2004.0,Vanessa Williams,Shannon Elizabeth,Shad Moss,Christopher Erskin,2004.0
2942,How High ,2001.0,Hector Elizondo,Fred Willard,T.J. Thyne,Jesse Dylan,2001.0
2943,The Muppet Christmas Carol ,1992.0,Steven Mackintosh,Jerry Nelson,Steve Whitmire,Brian Henson,1992.0
2944,Casino Royale ,2006.0,Eva Green,Tobias Menzies,Ivana Milicevic,Martin Campbell,2006.0
2945,Frida ,2002.0,Salma Hayek,Roger Rees,Valeria Golino,Julie Taymor,2002.0
2946,Katy Perry: Part of Me ,2012.0,Lexie Contursi,Ashley Ashida Dixon,Anthony Burrell,Dan Cutforth,2012.0
2947,The Fault in Our Stars ,2014.0,Shailene Woodley,Sam Trammell,Nat Wolff,Josh Boone,2014.0
2948,Rounders ,1998.0,Matt Damon,Martin Landau,Gretchen Mol,John Dahl,1998.0
2949,Top Five ,2014.0,Rosario Dawson,Romany Malco,J.B. Smoove,Chris Rock,2014.0
2950,Prophecy ,1979.0,Talia Shire,Richard Dysart,Robert Foxworth,John Frankenheimer,1979.0
2951,Stir of Echoes ,1999.0,Illeana Douglas,Kathryn Erbe,Lusia Strus,David Koepp,1999.0
2952,Spartacus: War of the Damned             ,,Peter Mensah,Kelvin Taylor,Viva Bianca,,
2953,Philomena ,2013.0,Steve Coogan,Mare Winningham,Peter Hermann,Stephen Frears,2013.0
2954,The Upside of Anger ,2005.0,Alicia Witt,Erika Christensen,Joan Allen,Mike Binder,2005.0
2955,The Boys from Brazil ,1978.0,Laurence Olivier,Anne Meara,Steve Guttenberg,Franklin J. Schaffner,1978.0
2956,Aquamarine ,2006.0,Tammin Sursok,Joanna 'JoJo' Levesque,Dichen Lachman,Elizabeth Allen Rosenbaum,2006.0
2957,Paper Towns ,2015.0,Nat Wolff,Cara Delevingne,Meg Crosbie,Jake Schreier,2015.0
2958,My Baby's Daddy ,2004.0,Michael Imperioli,Marsha Thomason,Bai Ling,Cheryl Dunye,2004.0
2959,Nebraska ,2013.0,Devin Ratray,Bruce Dern,Will Forte,Alexander Payne,2013.0
2960,Tales from the Crypt: Demon Knight ,1995.0,CCH Pounder,Jada Pinkett Smith,Gary Farmer,Ernest R. Dickerson,1995.0
2961,Max Keeble's Big Move ,2001.0,Noel Fisher,Amber Valletta,Larry Miller,Tim Hill,2001.0
2962,Young Adult ,2011.0,Charlize Theron,Patton Oswalt,Collette Wolfe,Jason Reitman,2011.0
2963,Crank ,2006.0,Jason Statham,Edi Gathegi,Jose Pablo Cantillo,Mark Neveldine,2006.0
2964,How to Be a Player ,1997.0,Bernie Mac,Gilbert Gottfried,Lark Voorhies,Lionel C. Martin,1997.0
2965,Living Out Loud ,1998.0,Holly Hunter,Eddie Cibrian,Jenette Goldstein,Richard LaGravenese,1998.0
2966,Just Wright ,2010.0,Common,Laz Alonso,Mehcad Brooks,Sanaa Hamri,2010.0
2967,Rachel Getting Married ,2008.0,Anne Hathaway,Rosemarie DeWitt,Bill Irwin,Jonathan Demme,2008.0
2968,The Postman Always Rings Twice ,1981.0,Anjelica Huston,Michael Lerner,John Colicos,Bob Rafelson,1981.0
2969,Girl with a Pearl Earring ,2003.0,Scarlett Johansson,Colin Firth,Tom Wilkinson,Peter Webber,2003.0
2970,Das Boot ,1981.0,Jürgen Prochnow,Martin Semmelrogge,Herbert Grönemeyer,Wolfgang Petersen,1981.0
2972,Sorority Boys ,2002.0,Heather Matarazzo,Barry Watson,Harland Williams,Wallace Wolodarsky,2002.0
2973,About Time ,2013.0,Tom Hughes,Tom Hollander,Lindsay Duncan,Richard Curtis,2013.0
2974,House of Flying Daggers ,2004.0,Takeshi Kaneshiro,Andy Lau,Zhengyong Zhang,Yimou Zhang,2004.0
2975,Arbitrage ,2012.0,Nate Parker,Curtiss Cook,Reg E. Cathey,Nicholas Jarecki,2012.0
2976,Project Almanac ,2015.0,Gary Weeks,Jonny Weston,Sofia Black-D'Elia,Dean Israelite,2015.0
2977,Cadillac Records ,2008.0,Cedric the Entertainer,Veronika Dash,Tammy Blanchard,Darnell Martin,2008.0
2978,Screwed ,2000.0,Sarah Silverman,Dave Chappelle,Sherman Hemsley,Scott Alexander,2000.0
2979,Fortress ,1992.0,Christopher Lambert,Kurtwood Smith,Clifton Collins Jr.,Stuart Gordon,1992.0
2980,For Your Consideration ,2006.0,John Michael Higgins,Catherine O'Hara,Ed Begley Jr.,Christopher Guest,2006.0
2981,Celebrity ,1998.0,Melanie Griffith,Aleksa Palladino,Greg Mottola,Woody Allen,1998.0
2982,Running with Scissors ,2006.0,Jill Clayburgh,Joseph Cross,Dagmara Dominczyk,Ryan Murphy,2006.0
2983,From Justin to Kelly ,2003.0,Anika Noni Rose,Kelly Clarkson,Brian Dietzen,Robert Iscove,2003.0
2984,Girl 6 ,1996.0,Michael Imperioli,Debi Mazar,Gretchen Mol,Spike Lee,1996.0
2985,In the Cut ,2003.0,Jennifer Jason Leigh,Nick Damici,Susan Gardner,Jane Campion,2003.0
2986,Two Lovers ,2008.0,Isabella Rossellini,Vinessa Shaw,Samantha Ivers,James Gray,2008.0
2987,Last Orders ,2001.0,Bob Hoskins,Ray Winstone,JJ Feild,Fred Schepisi,2001.0
2988,The Host ,2006.0,Doona Bae,Kang-ho Song,Ah-sung Ko,Joon-ho Bong,2006.0
2989,The Pursuit of D.B. Cooper ,1981.0,Robert Duvall,Treat Williams,Paul Gleason,Roger Spottiswoode,1981.0
2990,Ravenous ,1999.0,Jeremy Davies,Jeffrey Jones,David Arquette,Antonia Bird,1999.0
2991,Charlie Bartlett ,2007.0,Robert Downey Jr.,Megan Park,Hope Davis,Jon Poll,2007.0
2992,The Great Beauty ,2013.0,Toni Servillo,Sabrina Ferilli,Serena Grandi,Paolo Sorrentino,2013.0
2993,The Dangerous Lives of Altar Boys ,2002.0,Kieran Culkin,Michael Harding,Jake Richardson,Peter Care,2002.0
2994,Stoker ,2013.0,Mia Wasikowska,Alden Ehrenreich,Harmony Korine,Chan-wook Park,2013.0
2995,2046 ,2004.0,Li Gong,Tony Chiu Wai Leung,Maggie Cheung,Kar-Wai Wong,2004.0
2996,Married Life ,2007.0,David Richmond-Peck,Erin Boyes,Timothy Webber,Ira Sachs,2007.0
2997,Duma ,2005.0,Eamonn Walker,Hope Davis,Campbell Scott,Carroll Ballard,2005.0
2998,Ondine ,2009.0,Tony Curran,Stephen Rea,Alicja Bachleda,Neil Jordan,2009.0
2999,Brother ,2000.0,Omar Epps,Tatyana Ali,James Shigeta,Takeshi Kitano,2000.0
3000,Welcome to Collinwood ,2002.0,Michael Jeter,Isaiah Washington,Andy Davoli,Anthony Russo,2002.0
3001,Critical Care ,1997.0,Kyra Sedgwick,Anne Bancroft,Albert Brooks,Sidney Lumet,1997.0
3002,The Life Before Her Eyes ,2007.0,Eva Amurri Martino,Lynn Cohen,Brett Cullen,Vadim Perelman,2007.0
3003,Darling Companion ,2012.0,Dianne Wiest,Mark Duplass,Sam Shepard,Lawrence Kasdan,2012.0
3004,Trade ,2007.0,Zack Ward,Kate del Castillo,Alicja Bachleda,Marco Kreuzpaintner,2007.0
3005,Fateless ,2005.0,Marcell Nagy,Péter Fancsikai,Bálint Péntek,Lajos Koltai,2005.0
3006,Breakfast of Champions ,1999.0,Bruce Willis,Albert Finney,Omar Epps,Alan Rudolph,1999.0
3008,Cypher ,2002.0,David Hewlett,Jeremy Northam,Kari Matchett,Vincenzo Natali,2002.0
3009,City of Life and Death ,2009.0,Ye Liu,Yuanyuan Gao,Ryu Kohata,Chuan Lu,2009.0
3011,Legend of Kung Fu Rabbit ,2011.0,Jon Heder,Tom Arnold,Rebecca Black,Lijun Sun,2011.0
3012,Space Battleship Yamato ,2010.0,Takuya Kimura,Meisa Kuroki,Hiroyuki Ikeuchi,Takashi Yamazaki,2010.0
3013,5 Days of War ,2011.0,Richard Coyle,Kenneth Cranham,Ana Imnadze,Renny Harlin,2011.0
3014,Triangle ,2009.0,Rachael Carpani,Michael Dorman,Emma Lung,Christopher Smith,2009.0
3015,10 Days in a Madhouse ,2015.0,Christopher Lambert,Kelly LeBrock,Alexandra Callas,Timothy Hines,2015.0
3016,Heaven Is for Real ,2014.0,Jacob Vargas,Connor Corum,Rob Moran,Randall Wallace,2014.0
3017,Snatch ,2000.0,Jason Statham,Brad Pitt,Jason Flemyng,Guy Ritchie,2000.0
3018,Dancin' It's On ,2015.0,Gary Daniels,Matt Marr,Ginger Jensen,David Winters,2015.0
3019,Pet Sematary ,1989.0,Miko Hughes,Fred Gwynne,Denise Crosby,Mary Lambert,1989.0
3020,Madadayo ,1993.0,Tatsuo Matsumura,Tetsu Watanabe,Akira Terao,Akira Kurosawa,1993.0
3021,The Cry of the Owl ,2009.0,Paddy Considine,Caroline Dhavernas,Charlotte Sullivan,Jamie Thraves,2009.0
3022,A Tale of Three Cities ,2015.0,Wei Tang,Ching Wan Lau,Hailu Qin,Mabel Cheung,2015.0
3023,Gremlins ,1984.0,Phoebe Cates,Harry Carey Jr.,Zach Galligan,Joe Dante,1984.0
3024,Star Wars: Episode IV - A New Hope ,1977.0,Harrison Ford,Peter Cushing,Kenny Baker,George Lucas,1977.0
3025,Dirty Grandpa ,2016.0,Robert De Niro,Zoey Deutch,Jason Mantzoukas,Dan Mazer,2016.0
3026,Doctor Zhivago ,1965.0,Julie Christie,Klaus Kinski,Geraldine Chaplin,David Lean,1965.0
3027,Trash ,2014.0,Wagner Moura,Selton Mello,Daniel Zettel,Stephen Daldry,2014.0
3028,High School Musical 3: Senior Year ,2008.0,Lucas Grabeel,Matt Prokop,Corbin Bleu,Kenny Ortega,2008.0
3029,The Fighter ,2010.0,Christian Bale,Jack McGee,Melissa McMeekin,David O. Russell,2010.0
3030,Jackass Number Two ,2006.0,Bam Margera,Steve-O,Chris Pontius,Jeff Tremaine,2006.0
3031,My Cousin Vinny ,1992.0,Fred Gwynne,Bruce McGill,Lane Smith,Jonathan Lynn,1992.0
3032,If I Stay ,2014.0,Chloë Grace Moretz,Mireille Enos,Stacy Keach,R.J. Cutler,2014.0
3033,Drive Hard ,2014.0,Zoe Ventoura,Damien Garvey,Christopher Sommers,Brian Trenchard-Smith,2014.0
3034,Major League ,1989.0,Corbin Bernsen,Tom Berenger,Rene Russo,David S. Ward,1989.0
3035,St. Trinian's ,2007.0,Lily Cole,Rupert Everett,Tamsin Egerton,Oliver Parker,2007.0
3036,Phone Booth ,2002.0,Radha Mitchell,John Enos III,Richard T. Jones,Joel Schumacher,2002.0
3037,A Walk to Remember ,2002.0,Lauren German,Peter Coyote,Paz de la Huerta,Adam Shankman,2002.0
3038,Dead Man Walking ,1995.0,Lois Smith,Celia Weston,Robert Prosky,Tim Robbins,1995.0
3039,Cruel Intentions ,1999.0,Sarah Michelle Gellar,Sean Patrick Thomas,Eric Mabius,Roger Kumble,1999.0
3040,Saw VI ,2009.0,Costas Mandylor,Shawnee Smith,George Newbern,Kevin Greutert,2009.0
3042,The Secret Life of Bees ,2008.0,Nate Parker,Alicia Keys,Jennifer Hudson,Gina Prince-Bythewood,2008.0
3043,Corky Romano ,2001.0,Vincent Pastore,Vinessa Shaw,Peter Berg,Rob Pritts,2001.0
3044,Raising Cain ,1992.0,Steven Bauer,Gabrielle Carteris,Gregg Henry,Brian De Palma,1992.0
3045,F.I.S.T. ,1978.0,Sylvester Stallone,Peter Boyle,Rod Steiger,Norman Jewison,1978.0
3046,Invaders from Mars ,1986.0,Louise Fletcher,Bud Cort,William Bassett,Tobe Hooper,1986.0
3047,Brooklyn ,2015.0,Julie Walters,Fiona Glascott,Eva Birthistle,John Crowley,2015.0
3048,Barry Lyndon ,1975.0,Ryan O'Neal,Steven Berkoff,Hardy Krüger,Stanley Kubrick,1975.0
3049,Out Cold ,2001.0,Lee Majors,Jason London,Thomas Lennon,Brendan Malloy,2001.0
3050,The Ladies Man ,2000.0,Will Ferrell,John Witherspoon,Tim Meadows,Reginald Hudlin,2000.0
3051,Quartet ,2012.0,Luke Newberry,Sheridan Smith,Pauline Collins,Dustin Hoffman,2012.0
3052,Tomcats ,2001.0,Shannon Elizabeth,Jake Busey,David Ogden Stiers,Gregory Poirier,2001.0
3053,Frailty ,2001.0,Matthew McConaughey,Powers Boothe,Matt O'Leary,Bill Paxton,2001.0
3054,Woman in Gold ,2015.0,Ryan Reynolds,Frances Fisher,Elizabeth McGovern,Simon Curtis,2015.0
3055,Kinsey ,2004.0,Liam Neeson,Oliver Platt,Dylan Baker,Bill Condon,2004.0
3056,Army of Darkness ,1992.0,Patricia Tallman,Bridget Fonda,Embeth Davidtz,Sam Raimi,1992.0
3057,Slackers ,2002.0,Jaime King,Gedde Watanabe,Jim Rash,Dewey Nicks,2002.0
3058,What's Eating Gilbert Grape ,1993.0,Johnny Depp,Leonardo DiCaprio,Kevin Tighe,Lasse Hallström,1993.0
3059,The Visual Bible: The Gospel of John ,2003.0,Henry Ian Cusick,Alan Van Sprang,Scott Handy,Philip Saville,2003.0
3060,Vera Drake ,2004.0,Eddie Marsan,Sally Hawkins,Imelda Staunton,Mike Leigh,2004.0
3061,The Guru ,2002.0,Michael McKean,Dash Mihok,Jimi Mistry,Daisy von Scherler Mayer,2002.0
3062,The Perez Family ,1995.0,Anjelica Huston,Chazz Palminteri,Vincent Gallo,Mira Nair,1995.0
3063,Inside Llewyn Davis ,2013.0,Justin Timberlake,Max Casella,Alex Karpovsky,Ethan Coen,2013.0
3064,O ,2001.0,Mekhi Phifer,Andrew Keegan,John Heard,Tim Blake Nelson,2001.0
3065,Return to the Blue Lagoon ,1991.0,Milla Jovovich,Wayne Pygram,Lisa Pelikan,William A. Graham,1991.0
3066,The Molly Maguires ,1970.0,Frank Finlay,Anthony Zerbe,Samantha Eggar,Martin Ritt,1970.0
3067,Romance & Cigarettes ,2005.0,Kate Winslet,Steve Buscemi,Eddie Izzard,John Turturro,2005.0
3068,Copying Beethoven ,2006.0,Phyllida Law,David Kennedy,Angus Barnett,Agnieszka Holland,2006.0
3069,Poltergeist ,1982.0,Heather O'Rourke,Zelda Rubinstein,Craig T. Nelson,Tobe Hooper,1982.0
3070,Brighton Rock ,2010.0,Sam Riley,Sean Harris,Geoff Bell,Rowan Joffe,2010.0
3071,Saw V ,2008.0,Julie Benz,Costas Mandylor,Scott Patterson,David Hackl,2008.0
3072,Machine Gun McCain ,1969.0,John Cassavetes,Gena Rowlands,Britt Ekland,Giuliano Montaldo,1969.0
3073,LOL ,2012.0,Nora Dunn,Lina Esco,Alix Freihage,Lisa Azuelos,2012.0
3074,Jindabyne ,2006.0,John Howard,Deborra-Lee Furness,Max Cullen,Ray Lawrence,2006.0
3075,Kabhi Alvida Naa Kehna ,2006.0,Shah Rukh Khan,John Abraham,Preity Zinta,Karan Johar,2006.0
3076,An Ideal Husband ,1999.0,Minnie Driver,Rupert Everett,Jeremy Northam,Oliver Parker,1999.0
3077,The Last Days on Mars ,2013.0,Romola Garai,Olivia Williams,Tom Cullen,Ruairi Robinson,2013.0
3078,Darkness ,2002.0,Lena Olin,Giancarlo Giannini,Francesc Pagès,Jaume Balagueró,2002.0
3079,2001: A Space Odyssey ,1968.0,Keir Dullea,Gary Lockwood,Glenn Beck,Stanley Kubrick,1968.0
3080,E.T. the Extra-Terrestrial ,1982.0,Henry Thomas,Dee Wallace,Peter Coyote,Steven Spielberg,1982.0
3081,In the Land of Women ,2007.0,Kristen Stewart,Elena Anaya,Dustin Milligan,Jon Kasdan,2007.0
3082,The Blue Butterfly ,2004.0,William Hurt,Marc Donato,Raoul Max Trujillo,Léa Pool,2004.0
3083,There Goes My Baby ,1994.0,Ricky Schroder,Kelli Williams,Seymour Cassel,Floyd Mutrux,1994.0
3084,Lovesick             ,,Antonia Thomas,Johnny Flynn,Hannah Britland,,
3085,Housefull ,2010.0,Arjun Rampal,Boman Irani,Riteish Deshmukh,Sajid Khan,2010.0
3086,September Dawn ,2007.0,Jon Gries,Taylor Handley,Trent Ford,Christopher Cain,2007.0
3087,For Greater Glory: The True Story of Cristiada ,2012.0,Santiago Cabrera,Eduardo Verástegui,Catalina Sandino Moreno,Dean Wright,2012.0
3088,La Famille Bélier ,2014.0,Karin Viard,Eric Elmosnino,François Damiens,Eric Lartigau,2014.0
3089,Good Will Hunting ,1997.0,Robin Williams,Matt Damon,Minnie Driver,Gus Van Sant,1997.0
3090,Misconduct ,2016.0,Al Pacino,Anthony Hopkins,Glen Powell,Shintaro Shimosawa,2016.0
3091,Saw III ,2006.0,Costas Mandylor,Shawnee Smith,Leigh Whannell,Darren Lynn Bousman,2006.0
3092,Stripes ,1981.0,Bill Murray,Harold Ramis,Judge Reinhold,Ivan Reitman,1981.0
3093,Bring It On ,2000.0,Kirsten Dunst,Lindsay Sloane,Clare Kramer,Peyton Reed,2000.0
3094,The Purge: Election Year ,2016.0,Frank Grillo,Joseph Julian Soria,Mykelti Williamson,James DeMonaco,2016.0
3095,She's All That ,1999.0,Paul Walker,Clea DuVall,Kieran Culkin,Robert Iscove,1999.0
3096,Precious ,2009.0,Mo'Nique,Gabourey Sidibe,Mariah Carey,Lee Daniels,2009.0
3097,Saw IV ,2007.0,Costas Mandylor,Shawnee Smith,Angus Macfadyen,Darren Lynn Bousman,2007.0
3098,White Noise ,2005.0,Deborah Kara Unger,Keegan Connor Tracy,Mike Dopud,Geoffrey Sax,2005.0
3099,Madea's Family Reunion ,2006.0,Boris Kodjoe,Cicely Tyson,Blair Underwood,Tyler Perry,2006.0
3100,The Color of Money ,1986.0,Tom Cruise,Bill Cobbs,Mary Elizabeth Mastrantonio,Martin Scorsese,1986.0
3101,The Longest Day ,1962.0,Richard Burton,Richard Beymer,Eddie Albert,Ken Annakin,1962.0
3102,The Mighty Ducks ,1992.0,Lane Smith,Shaun Weiss,Elden Henson,Stephen Herek,1992.0
3103,The Grudge ,2004.0,Sarah Michelle Gellar,Clea DuVall,Ted Raimi,Takashi Shimizu,2004.0
3104,Happy Gilmore ,1996.0,Adam Sandler,Kevin Nealon,Frances Bay,Dennis Dugan,1996.0
3105,Jeepers Creepers ,2001.0,Eileen Brennan,Patricia Belcher,Jonathan Breck,Victor Salva,2001.0
3106,Bill & Ted's Excellent Adventure ,1989.0,Keanu Reeves,George Carlin,Al Leong,Stephen Herek,1989.0
3107,Oliver! ,1968.0,Oliver Reed,Ron Moody,Jack Wild,Carol Reed,1968.0
3108,The Best Exotic Marigold Hotel ,2011.0,Tom Wilkinson,Penelope Wilton,Celia Imrie,John Madden,2011.0
3109,Recess: School's Out ,2001.0,Diedrich Bader,Andrew Lawrence,Dabney Coleman,Chuck Sheetz,2001.0
3110,Mad Max Beyond Thunderdome ,1985.0,Tina Turner,Bruce Spence,Angelo Rossitto,George Miller,1985.0
3111,Commando ,1985.0,Bill Duke,Vernon Wells,Rae Dawn Chong,Mark L. Lester,1985.0
3112,The Boy ,2016.0,Lauren Cohan,Rupert Evans,Stephanie Lemelin,William Brent Bell,2016.0
3113,Devil ,2010.0,Bojana Novakovic,Bokeem Woodbine,Geoffrey Arend,John Erick Dowdle,2010.0
3114,Friday After Next ,2002.0,John Witherspoon,Mike Epps,Katt Williams,Marcus Raboy,2002.0
3115,Insidious: Chapter 3 ,2015.0,Lin Shaye,Hayley Kiyoko,Leigh Whannell,Leigh Whannell,2015.0
3116,The Last Dragon ,1985.0,Mike Starr,Vanity,Keshia Knight Pulliam,Michael Schultz,1985.0
3118,The Lawnmower Man ,1992.0,Jeff Fahey,Austin O'Brien,Troy Evans,Brett Leonard,1992.0
3119,Nick and Norah's Infinite Playlist ,2008.0,Ari Graynor,Alexis Dziena,Aaron Yoo,Peter Sollett,2008.0
3120,Dogma ,1999.0,Matt Damon,Janeane Garofalo,George Carlin,Kevin Smith,1999.0
3121,The Banger Sisters ,2002.0,Erika Christensen,Eva Amurri Martino,Sal Lopez,Bob Dolman,2002.0
3122,Twilight Zone: The Movie ,1983.0,Albert Brooks,Al Leong,Vic Morrow,Joe Dante,1983.0
3123,Road House ,1989.0,Ben Gazzara,Kevin Tighe,Kelly Lynch,Rowdy Herrington,1989.0
3124,A Low Down Dirty Shame ,1994.0,Jada Pinkett Smith,Salli Richardson-Whitfield,Charles S. Dutton,Keenen Ivory Wayans,1994.0
3125,Swimfan ,2002.0,Erika Christensen,Shiri Appleby,Jason Ritter,John Polson,2002.0
3126,Employee of the Month ,2006.0,Dane Cook,Danny Woodburn,Jessica Simpson,Greg Coolidge,2006.0
3127,Can't Hardly Wait ,1998.0,Ethan Embry,Lauren Ambrose,Charlie Korsmo,Harry Elfont,1998.0
3128,The Outsiders ,1983.0,Tom Cruise,William Smith,Tom Waits,Francis Ford Coppola,1983.0
3129,Pete's Dragon ,2016.0,Bryce Dallas Howard,Oona Laurence,Isiah Whitlock Jr.,David Lowery,2016.0
3130,The Dead Zone ,1983.0,Tom Skerritt,Herbert Lom,Anthony Zerbe,David Cronenberg,1983.0
3131,Sinister 2 ,2015.0,Laila Haley,James Ransone,Jaden Klein,Ciarán Foy,2015.0
3132,Sparkle ,2012.0,Omari Hardwick,Curtis Armstrong,Mike Epps,Salim Akil,2012.0
3133,Valentine ,2001.0,Marley Shelton,Jessica Capshaw,Johnny Whitworth,Jamie Blanks,2001.0
3134,The Fourth Kind ,2009.0,Milla Jovovich,Will Patton,Hakeem Kae-Kazim,Olatunde Osunsanmi,2009.0
3135,A Prairie Home Companion ,2006.0,Meryl Streep,Virginia Madsen,Lily Tomlin,Robert Altman,2006.0
3136,Sugar Hill ,1993.0,Khandi Alexander,Clarence Williams III,Steve Harris,Leon Ichaso,1993.0
3137,Invasion U.S.A. ,1985.0,Billy Drago,Richard Lynch,Eddie Jones,Joseph Zito,1985.0
3138,Roll Bounce ,2005.0,Jurnee Smollett-Bell,Brandon T. Jackson,Shad Moss,Malcolm D. Lee,2005.0
3139,Rushmore ,1998.0,Bill Murray,Connie Nielsen,Olivia Williams,Wes Anderson,1998.0
3140,Skyline ,2010.0,David Zayas,Donald Faison,Brittany Daniel,Colin Strause,2010.0
3141,The Second Best Exotic Marigold Hotel ,2015.0,Tina Desai,Celia Imrie,Ronald Pickup,John Madden,2015.0
3142,Kit Kittredge: An American Girl ,2008.0,Julia Ormond,Jane Krakowski,Willow Smith,Patricia Rozema,2008.0
3143,The Perfect Man ,2005.0,Ben Feldman,Chris Noth,Vanessa Lengies,Mark Rosman,2005.0
3144,Mo' Better Blues ,1990.0,Denzel Washington,Nicholas Turturro,Charlie Murphy,Spike Lee,1990.0
3145,Kung Pow: Enter the Fist ,2002.0,Steve Oedekerk,Simon Rhee,Jennifer Tung,Steve Oedekerk,2002.0
3146,Tremors ,1990.0,Reba McEntire,Ariana Richards,Michael Gross,Ron Underwood,1990.0
3147,Wrong Turn ,2003.0,Kevin Zegers,Lindy Booth,Julian Richings,Rob Schmidt,2003.0
3148,The Long Riders ,1980.0,Dennis Quaid,David Carradine,Randy Quaid,Walter Hill,1980.0
3149,The Corruptor ,1999.0,Byron Mann,Paul Ben-Victor,Kim Chan,James Foley,1999.0
3150,Mud ,2012.0,Matthew McConaughey,Tye Sheridan,Sam Shepard,Jeff Nichols,2012.0
3151,Reno 911!: Miami ,2007.0,Wendi McLendon-Covey,Thomas Lennon,Carlos Alazraqui,Robert Ben Garant,2007.0
3152,One Direction: This Is Us ,2013.0,Harry Styles,Zayn Malik,Niall Horan,Morgan Spurlock,2013.0
3153,"The Goods: Live Hard, Sell Hard ",2009.0,Rob Riggle,Noureen DeWulf,Charles Napier,Neal Brennan,2009.0
3154,Hey Arnold! The Movie ,2002.0,Jennifer Jason Leigh,Vincent Schiavelli,Paul Sorvino,Tuck Tucker,2002.0
3155,My Week with Marilyn ,2011.0,Eddie Redmayne,Toby Jones,Julia Ormond,Simon Curtis,2011.0
3156,The Matador ,2005.0,Adam Scott,Philip Baker Hall,Hope Davis,Richard Shepard,2005.0
3157,Love Jones ,1997.0,Leonard Roberts,Nia Long,Larenz Tate,Theodore Witcher,1997.0
3159,End of the Spear ,2005.0,Chase Ellison,Chad Allen,Jack Guzman,Jim Hanon,2005.0
3160,Get Over It ,2001.0,Mila Kunis,Kirsten Dunst,Carmen Electra,Tommy O'Haver,2001.0
